Name,Email
Grand Hotel Minerva,info@grandhotelminerva.com
Ledgestone Hospitality,info@ledgestonehospitality.com
Ramsey Canyon Inn,lodging@ramseycanyoninn.com
Quality Inn Marietta,qualityinnga@yahoo.com
Motel Del Rogue,moteldelrogue@gmail.com
The Guest House,kelly@theguesthousemn.com
Suite Dreams Inn,info@suitedreamskeywest.com
Campbell House Penang,info@campbellhousepenang.com
The Stamford,info@thestamfordhotel.com
TNB Hotels,jball@tnbhotels.com
Club Hotel,reservations@clubhotelcolorado.com
Skyline Hotel and Casino,infodesk@skylinehenderson.com
Inner Maldives Holidays,info@innermaldives.com
Hotel Milo,info@hotelmilosantabarbara.com
Anna Maria Island House,info@annamariaisland.com
Ye Olde Manor House,innkeeper@yeoldemanorhouse.com
Wayside Investment Group,hello@waysideig.com
,hello@adrifthospitality.com
Beachcomber Cottages,info@thebeachcombercottages.com
LCM,ernie@lodgingcm.com
Best Western Plus Villa Del Lago,info@villalago.com
The Suite Mindset,info@thesuitemindset.com
Surf City Hotel,bistro@surfcityhotel.com
Tambaú Beach Hotel,reservas@tambaubeachhotel.com.br
Hotel Stanford,info@hotelstanford.com
Hawaii Hotel & Restaurant Show,info@stareventshawaii.com
Surftides Lincoln City,info@surftideshotel.com
The Red Lion Inn,info@redlioninn.com
Northey Street House,stay@northeystreethouse.com
Historian Inn,gm@historian-inn.com
Swan River Inn,grit@montanasky.net
Liquor License Professional,info@liquorlicenseprofessional.com
Hotel Indigo Long Island,stay@indigoeastend.com
artbyinteria,wyndham@artbyinteria.com
Fife and Drum Inn,transfer@wm.edu
Gaia Hotel and Spa,stay@gaiahotelspa.com
The Hotel Marblehead,thehotelsalem@larkhotels.com
Red Feather Lodge,info@redfeatherlodge.com
ROOMNET,support@roomnet.com
hotelitems.com,yas@hotelitems.com
Seattle Hotel Association,sha@wahospitality.org
Hospitality Depot,orders@hospitality-depot.com
Vertical Ledge,sydney@verticalledge.com
Hotel Yountville,sales@hotelyountville.com
Famous Fat Dave,dave@famousfatdave.com
Ur Home in Philly,info@urhomeinphilly.com
The Loren at Turtle Cove Residences,sales@thelorentci.com
"Naples Hotel - Naples, NY Hotel",info@napleshotelny.com
Camellia Rose Inn,info@staygainesville.com
RIVUE Restaurant & Lounge,info-galthotel@galthotel.com
fantastichotel,reservations@fantastichotelsxm.com
The Darcy,salesoffice@thedarcyhotel.com
Gate 1 Travel,agentsupport@gate1travel.com
Elite Parking,contact@elite-parking.net
Hotel Hopping,adriana@hotel-hopping.com
Fort Magruder Hotel and Conference Center,jean.williams@fortmagruderhotel.com
Inn & Spa at Intercourse Village,info@inn-spa.com
northkessockhotel.co.uk,northkessockhotel@btconnect.com
PureHD,supportdesk@purehd.com
Y.O. Ranch Hotel & Conference Center,johnhelm@yoranchhotel.com
Harbor Shores on Lake Geneva,info@harborshoreslg.com
Bourbon Manor Bed and Breakfast,stay@bourbonmanor.com
Fenton Hotel,peggy@fentonhotel.com
Hotel Dylan,info@thehoteldylan.com
The Palms Oceanfront Hotel,reservations@palmscharleston.com
artbyinteria,orders@artbyinteria.com
Hotel Zum Anker,info@hotelzumanker.de
Hotel Triton,reservations@hoteltriton.com
ROOMNET,sales@roomnet.com
The Vendue,info@thevendue.com
Ruebel Hotel,ruebelmo@gmail.com
Railey Vacations,info@doublegrvpark.com
The Cove of Lake Geneva,info@coveoflakegeneva.com
Corporate Living,sales@corporateliving.com
Keefers Inn,info@keefersinn.com
The Armstrong Hotel,stay@thearmstronghotel.com
Historic Rocksprings Hotel,historicrockspringshotel@yahoo.com
Hotel Retlaw,receptiondesk@thehotelretlaw.com
Hotel Kitsmiller on Main,info@hotelkitsmiller.com
hotelsm.cl,reservas@hotellinares.cl
THS,gaby@thsweb.com
Sofitel Philadelphia at Rittenhouse Square,sofitelphiladelphia@sofitel.com
Inn at 50 - Long Beach Convention Center,info@innat50.com
Kimpton,sales@kimptonoverlandhotel.com
SecretGarden,reservations@secretgardenmiamibeach.com
DORYMAN'S INN,pete@21oceanfront.com
Hotel Olenka,hotel_olenka@wp.pl
Hapi,sales@hapicloud.io
DuVoice,sales@duvoice.com
Alpenhotel Post,info@alpenhotel-post.com
Harvest Inn,harvestinnspa@gmail.com
Hotel Odpocznia,recepcja@odpocznia.pl
LiA Hotel,res@liahotel.com
Empeiria High Sierra Hotel,info@highsierrahotel.com
Hotel Furniture Outlet,ricardo@hclsales.com
Commonwealth Hotels,info@commonwealthhotels.com
Best Western Novato Oaks Inn,novoaks@reneson.com
Casa Marina,mvandeloo@casamarinahotel.com
Lake Mead Cruises,lakemead-customerservice@aramark.com
L'Auberge Del Mar,reservations@laubergedelmar.com
EL PATIO INN,reservations@elpatioinn.com
Y.O. Ranch Hotel & Conference Center,reservations@yoranchhotel.com
Hotel Herringbone,info@hotelherringbone.com
Residence Inn,guaranteed@marriott.com
Atlantis Advisors,morgan@atlantis-advisors.net
Full Moon Inn,info@fullmooninn.com
Chicago Lake Shore Hotel,info@chicagolakeshorehotel.com
Army Navy Hotel Rooms,mark@hillsdaletravel.com
Los Guayacanes Finca hotel,losguayacanesfincahotel@gmail.com
Hotel Maison Pierre Lafitte,hmplfrontdesk@gmail.com
Amrâth Hotel & Thermen Born - Sittard,info@amrathalkmaar.nl
Alexandra Inn,reservations@thealexandrainn.com
Blossom Hotel Houston,sales@blossomhouston.com
Reflection Travel Agency,eric@reflectiontravel.com
Riata Inn,riatainnmarfa@gmail.com
Hotel 32 32,mmaynard@hotelthirtytwo.com
Hotels For Businesses,reservations@hotelsforbusinesses.com
Dorset Gardens Hotel,reception@dorsetgardenshotel.com.au
Sliding Rock Cabins,relax@ellijay.com
Heritage House Resort,info@heritagehouseresort.com
Preserved Interiors,admin@preservedinteriors.com
VenueQuest,dan@venuequest.com
Sawyer Creative Co.,hello@sawyercreativeco.com
Elliott House Inn,afitzgerald@charlestownehotels.com
artemisplacemakati,artemisplacemakati@gmail.com
Hotel Zodiaco,recepcion@hzodiaco.com
bwanaheimca.com,mii@courtesyhotels.com
Hotel Villa de Marin S.L.,reservas@hotelvillademarin.com
waldrop?? studio,marketing@waldropnichols.com
Hotel Mira Vista,mgr@hotelmiravista.com
Aparium Hotel Group,info@aparium.com
Lake Nona Hotels,info@lakenonahotels.com
Red Lion B&B,staywithus@redlionbandb.com
COLONIAL SHORES COTTAGES & MARINA,colonialshores@aol.com
Flora Garden,info.flora@floragardenhotels.com
Best Western Plus LA Mid-Town Hotel,lamidtownhotel@gmail.com
White House Hotel,inquiry@whitehousebiloxi.com
Hotel Cav Cristo,hotelcavcristo@gmail.com
INNroads Group,marigarcia@innroadsgroup.com
The Liberty Hotel,accounting@libertyhotel.com
Home Hotel Lava Hot Springs,info@homehotel.com
The Big Blue House - Tucson Boutique Inn,info@144university.com
DME Tours,r.cosentino@diamondmeetings.com
The Highland Dallas,contactus@thehighlanddallas.com
Yacht StarShip,info@yachtstarship.com
Michillinda Lodge,hosts@michillindalodge.com
Meeting Your Needs,clorindaholland@yahoo.com
Causeway Bay Hotel,guestservices@causewaybaylansinghotel.com
The Setting Inn Napa Valley,stay@thesettinginn.com
,reservations@jameshospitality.com
PodShare,book@podshare.com
Hotel Council of San Francisco,news@davidperry.com
Sparrow,sales@sparrowboise.com
Pelican Hotel,reservation@pelicanhotel.com
Meyer Jabara Hotels,contactus@mjhotels.com
Ester Lee Motel,reservations@esterlee.com
HOTEL DE GUISE,contact@hoteldeguise.com
Cajun Encounters Tour,info@cajunencounters.com
Doctor Dodson House,innkeeper@drdodsonhouse.com
Ripken Hotels,info@ripkenhotels.com
Catamount Motel,info@catamountmotel.com
Monarch Art & Frame,info@monarchframe.com
ElDespertarHotel.com,eldespertar@reservadirecto.com
Atica,partner@aticaglobal.com
Sedona Rouge Hotel & Spa,thewilde@thepointpr.com
oakhousetavern.com,info@oakhousetavern.com
Express Hotels,book@glendaleexpresshotel.com
Animal House,wilmington@ncanimalhouse.com
The GG Walla Walla,theggwallawalla@gmail.com
Hotel Cheval,eva@hotelcheval.com
Elle Gray Events,info@ellegrayevents.com
Twelve Hotels & Residences,twelvecentennialparkconcierge@hoadv.com
Showboat Hotel Atlantic City,sales@showboathotelac.com
Bella Vista Suites,info@bellavistasuites.com
Park View Historic Hotel,mark@amazemedia.com
G6 Hospitality,sjohnson@g6hospitality.com
The Lloyd Hotel,reservations@thelloydstamford.com
Fleur Noire Hôtel,info@fleurnoirehotel.com
Amusement Park Rentals,james@amusementparkrentals.com
Friday Harbor House,mprima@fridayharborhouse.com
Bar Harbor Manor,vacation@barharbormanor.com
TAJ Hospitality Management,info@tajhospitality.com
Aurora Hotel,info@auroracatalina.com
Brawley Inn,frontdesk@brawleyinn.com
Yacht Club At Sister Bay,frontdesk@ycsb.com
Hotel Downstreet,sales@hoteldownstreet.com
Blu Atlantic Oceanfront Hotel & Suites Myrtle Beach SC,bluatlanticmb@gmail.com
America's Inn Houston TX,reservation8201@americasinn.net
CENTR HOTEL,centrhotel.sxm@gmail.com
The Graham & Co.,info@thegrahamandco.com
Stephen Clay Homestead Bed & Breakfast,sterlinginnkeepers@comcast.net
Oasis Amir Hotel,reservation@oasisamir.com
Gaido's Seaside Inn,information@gaidosseaside.com
The Q Hotel Group,quentin@qhospitalitymanagement.com
Grand Metropolitan Hotels,j.blaser@grandmethotels.com
THS,shannon@thsweb.com
ZMC Hotels,info@zmchotels.com
Greater Philadelphia Hotel Association,abender@gpha.us
Hotel Miramar San Clemente,info@hotelmiramarsc.com
Hotel Sapta Nawa,saptanawahotel79@gmail.com
ALPINE GARDEN,breezy@alpinegardenglamping.com
Tap2Stay,alex.gonzalez@ailhospitality.com
Grand Highland Hotel,events@grandhighlandhotel.com
The Guest House,info@theguesthousemn.com
Boston Extended Stay: Furnished Rooms & Apartments,bnb@bnbboston.com
Hotel Ynez,hello@hotelynez.com
Retlaw Plaza Hotel,aliappdev@service.alibaba.com
MOLLIE Aspen,frontdesk@mollieaspen.com
Gainey Suites Hotel,sonestagaineysales@sonesta.com
TWIN ARROWS,twinarrowscareers@nnge.org
Borst1,rryborst@restaurant-borst.de
The Golden Hotel,info@thegoldenhotel.com
Beach Breeze Inn,marketing@larkhospitality.com
Tybee Vacation Rentals,info@tybeevacationrentals.com
Wallowa Lake Lodge,info@wallowalake.com
Soar,dominic@soareventsdc.com
The Georgian Hotel,info@thegeorgian.com
Cambria Hotel St. Petersburg Madeira Beach,sohnne@bowdenhospitality.com
Tuscan Springs Hotel & Spa,info@tuscansprings.com
Hotel Herringbone,songbird@hotelherringbone.com
Gorham Motor Inn,info@gorhammotorinn.com
Chateau Tivoli,agents@cloudbeds.com
INNroads Group,info@innroadsgroup.com
Andreas Hotel & Spa,stay@andreashotel.com
The Wort Hotel,hr@worthotel.com
Tara - A Country Inn,jennifert@tara-inn.com
Stay-N-Charge,sales@stayncharge.com
Beach Breeze Inn,info@beachbreezeinn.com
Manchester View,stay@manchesterview.com
Hotel Tropical Ibiza,info@hoteltropicalibiza.com
The Historic Taos Inn,e.hello@taosinn.com
Soarr Services,abby@soarrservices.com
New York City Association of Hotel Concierges,bod@nycahc.org
Sundown Inn,sundowninn@gmail.com
Top of the World Hotel,twh@tundratoursinc.com
Hotel Ziggy,frontoffice@hotelziggy.com
La Colombe d'Or,contact@lacolombedor.com
Carlton Arms Hotel,artbreakhotel@aol.com
Hillside Texas,stay@hillsidetexas.com
Topline Revenue Management,info@toplinerm.com
Southern Comfort Cabin Rentals,info@southerncomfortcabinrentals.com
Brentwood Hotel,contact@brentwood-hotel.com
ArborLodging,arboradmin@arborlodging.com
Tahoe Mountain Lodging,tahoereservations@eastwest.com
Pokolodi Lodge,lodging@pokolodi.com
thegunterhotel.com,sales@thegunterhotel.com
Incentra Village House,reservations@incentravillage.com
Omnia Hospitality,info@omniahospitality.com
Hotel Association of Los Angeles,mail@hotelassociationla.com
chscollegiatechapter,ak937@cornell.edu
The Spectator Hotel,info@thespectatorhotel.com
Long Branch Hotel,tonylewis5376@msn.com
Hotel Schools of Distinction,johanne.delage@ithq.qc.ca
1900 Inn on Montford,innkeeper@innonmontford.com
The Row Hotel at Assembly Row,info@therowhotelboston.com
ZJZ Hospitality,annette@zjzhospitality.com
The Simpson Hotel,innkeeper@simpsonhotel.com
MonumentalHotelorlan,reservations@mhorlando.com
Unparalleled Parking,info@yourvaletguys.com
South Beach Hotel,reservations@southbeachhotel.com
animalfriendspethotel.com,pethotelinfo@aol.com
The Mountain Inn,info@mtinn.com
MADE,alison.pecci@madehotels.com
AwayWithSway,sway@awaywithsway.com
Hotel Punta Leona,info@puntaleona.com
Camp 4 Dogs,anapbm@gmail.com
Shadyside Inn All Suites Hotel,reservations@shadysideinn.com
The Opus Westchester,info@theopuswestchester.com
Hospitality Consulting Services,tom@hcsltd.net
Wolf Inn Hotel,office@wolfinnhotel.com
Hoteles Zentral,informacion@hotelzentraltoledo.com
The Bryant Park Hotel,sales@bryantparkhotel.com
Martine Inn,info@martineinn.com
Arrowhead Pine Rose Cabins,events@pinerosecabins.com
Aventura Hotel,info@theaventurahotel.com
The Head Light Hotel,info@theheadlight.com
Theraylife,info@theraylife.com
hotel-castell,info@martinercastell.de
Mirabelle Inn,info@mirabelleinn.com
The Georgian Hotel,thegeorgian@purplepr.com
Merrion Row Hotel & Public House,info@merrionrow.com
northkessockhotel.co.uk,info@northkessockhotel.co.uk
Sun Canyon Lodge & Outfitting,suncanyonlodge@gmail.com
ruserestaurant.com,reservations@ruserestaurant.com
Best Western Merry Manor Inn,info@merrymanorinn.com
The Haven,info@thehaventr.com
Hotel Seeber,info@hotel-seeber.com
Urbanos Hotel,reservas@urbanoshotel.com.br
Hotel Storch,info@hotel-storch.de
newpaltzhostel,newpaltzhostel@yahoo.com
ITN,info@itnusa.com
Leslie Hotel,info@lesliehotel.com
Avon Old Farms Hotel,sales@avonoldfarmshotel.com
Carté Hotel San Diego,rsvp@cartehotel.com
Hotel Pey,info@hotelpey.com
Benchmark Inn,mail@benchmarkinn.com
Oyster Point Hotel,info@mollypitcher-oysterpoint.com
,reservations@jcollectionhotels.com
Old Alcohol Plant,sales@oldalcoholplant.com
hotelbritanniaroma.com,thebritannia@bzarhotel.it
THE TENNESSEAN Hotel,reservations@thetennesseanhotel.com
Hotelsoft,info@hotelsoft.com
Madonna Inn,reservation@madonnainn.com
Cottages Christian Retreat,reservations@cottageschristianretreat.com
carthage thalasso,reservation@carthagethalassoresort.com
Poste Montane,pmlodge@eastwestresorts.com
Santa Fe International Hostel,questions@hostelsantafe.com
Basin Harbor,stay@basinharbor.com
Porter Square Hotel,info@theportersquarehotel.com
Asheville River Cabins,stay@ashevillerivercabins.com
National Park Express,reservations@nationalparkexpress.com
The Swag,stay@theswag.com
Mulberry Gap,reservations@mulberrygap.com
Weiser Hotel,recepcja@weiser-hotel.pl
The Inn at Stockbridge,innkeeper@stockbridgeinn.com
Sunset Tower Hotel,info@sunsettowerhotel.com
Key West Hideaways,reservations@keywesthideaways.com
The Rochester Hotel,stay@rochesterhotel.com
The Jacquard Hotel & Rooftop,dencr-guestservices@marriott.com
Wicker Park Inn,info@wickerparkinn.com
Stadium Hotel,info@stadiumhotel.com
Sherwood Motel,sherwood.motel@outlook.com
In-Room Plus,sales@inroomplus.com
Glen Falls House,reservations@glenfallshouse.com
Made INN Vermont,stay@madeinnvermont.com
Pioneer Guest Cabins,pioneerguestcabins@gmail.com
Booth Hotel,rent@boothhotel.com
Rosas Hotel,rosashotel2@gmail.com
Beachside Apt Hotel,reservations@beachsideapartmenthotel.com
Lake Elsinore Casino,patw@lercasino.com
Visit Roseville MN,info@visitroseville.com
Hotel Labs,mlarsson@hotellabs.com
Parker Guest House,info@parkerguesthouse.com
The Murray House,murrayhousebnb@aol.com
Ocean's Edge Hotel,oceansedgehotel@gmail.com
Meredith Lodging,office@meredithlodging.com
The Firebrand Hotel,reservations@firebrandhotel.com
Crowne Plaza Philadelphia Valley Forge,reservations@cpvalleyforge.com
lxhotel,info@lxhotel.us
Bayfront Westcott House,onthebay@westcotthouse.com
First Incentive Travel,sales@firstincentivetravel.com
Hotel Monteleone,info@hotelmonteleone.com
The Beekman Tower,reservations@thebeekmantowerny.com
National House Inn,nhi@frankboley.com
Olle Hotel,info@ollehotel.com
Hotel Moab Downtown,info@hotelmoabdowntown.com
Pod Pads,info@podpadsnyc.com
Hotel Lanai,media@pulamalanai.com
Isleview Motel and Cottages,reservations@ohanainns.com
ambridgeinn.com,management@ambridgeinn.com
Le Blanc Inn & Suites,leblancinn@gmail.com
Hotel Hinrichs,info@hotel-hinrichs.de
Wynwood Boutique Hotel Curaçao,info@wynwoodcuracao.com
,reservations@nbvresorts.com
Hotel TV Repair @ EHotelRepair.com,johnpkhoury@gmail.com
bark! bark!,info@barkbarkdaycare.com
Hotel Goodwin,info@hotelgoodwin.com
Cloudbeds,dan.damato?@cloudbeds.com
Hotel Alice,reservations@hotelalicenc.com
Wilbraham Mansion,reservations@wilbrahammansion.com
Merrill Field Inn,merrillfieldinn@gmail.com
Horse Hotel,info@horsehotelholland.nl
Hotel Boutique at Grand Central,info@hotelboutiqueny.com
Hill Country K9 Club,hillcountryk9club@gmail.com
Buck's T-4 Lodge & Restaurant,marketing@bigsky.com
Hotel Manaca,reservas@hotelmanaca.com.br
SUPER 8 LOS ANGELES DOWNTOWN CA HOTEL,dipak67@aol.com
Judy Perl Worldwide Travel,info@judyperltravel.com
Hotel Pattissenhof,info@pattissenhof.com
Eldorado Suites Hotel,info@eldoradosuiteshotel.com
Hotel Daino,info@hoteldaino.it
"Pinebrook Motel:Motel & Lodge in Lake George,NY 12845",pinebrookmotel@gmail.com
"ARC HOTEL Washington DC, Georgetown",kevin.sasaki@archoteldc.com
"Q&A Hospitality Services,",info@qahospitalityservices.com
MaineEvergreenHotel,info@maineevergreenhotel.com
Schwabenheim an der Selz,rathaus@schwabenheim.de
Timberlake Lodge,premier@lakotanetwork.com
Malen Concepts,johanna@malenconcepts.com
Palm Tree Villas,palmtreevillasfl@gmail.com
La Lomba,posadalalomba@gmail.com
Luana Inn,info@luanainn.com
Godfrey Detroit,info@godfreyhoteldetroit.com
The Rex,info@lintonhospitality.com
Market Pavilion Hotel- Charleston's Premier Luxury Hotel,info@marketpavilion.com
ArborLodging,info@arborlodging.com
Lake Bluff Inn & Suites,info@lakebluffinnandsuites.com
The Pines Inn ~ Lake Placid,info@whiterainbow.com
USA Hotels,hotelsusa@yahoo.com
Columbia Cliff Villas Hotel,info@columbiacliffvillas.com
Moab Valley Inn,info@moabvalleyinn.com
Midtown West Hotel,hotelmidtownwestnyc@gmail.com
Hotel 2000,info@hotel2000.nl
Hotel,info@zumbraunenhirsch.de
First Impressions Valet,info@firstimpressionsparkingsolutions.com
InterContinental Mark Hopkins San Francisco,icmarkhopkins@ihg.com
Cal Mar Hotel Suites,info@calmarhotel.com
Stanton House,info@stanton-house.com
The Stanley Hotel,info@stanleyhotel.com
Dunes Beach Home Rentals,info@dunesbeachrentals.com
Bedford Inn,info@bedfordinn.com
The Baker House 1650,info@bakerhouse1650.com
Eibsee,info@eibsee-hotel.de
The LARK Bozeman,info@larkbozeman.com
Capella Hotel Motel,info@capellahotel.com.au
Kcor Hotels,info@kcorhotels.com
Latus Events,latus@latusevents.com
Ukulele Puapua,info@puapua.net
HospitalityEducators.com,kathleen@hospitalityeducators.com
Blair Hill Inn,info@blairhill.com
VenueQuest,info@venuequest.com
Classic Escapes,info@classicescapes.com
Princess Anne Hotel,info@princessannehotel.com
Hilo Honu Inn,innkeeper@hilohonu.com
,info@otels.com
Iridescent Hotels,info@iridescenthotels.com
Hotel Vier Jahreszeiten Buckow,info@vierjahreszeiten-buckow.de
Heywood Hotel,hey@heywoodhotel.com
Mount Vernon Grand Hotel,hotel@mountvernongrand.com
Hotel Julian SF,info.juliansf@ohrllc.com
Animal House,jacksonville@ncanimalhouse.com
We Know Hotels,info@weknowhotels.com
LPH Management,mgt@lphmanagement.com
The Earl,info@hotelearl.com
Plantation Bay,info@plantationbayhotels.com
Langdon House,innkeeper@coastalnet.com
Pasfield House,info@pasfieldhouse.com
Talkeetna Roadhouse,info@talkeetnaroadhouse.com
Hotel Bliss,hoteblissny@gmail.com
grandkemang Jakarta,info@grandkemang.com
Hanalei Inn,info@hanaleiinn.com
The Waters of Minocqua,info@thewatersofminocqua.com
Bayside Hotel,info@baysidehotel.com
The Present Hotel,info@visitthepresent.com
Inn At Bath,innkeeper@innatbath.com
RYMARK International,terribis@rymarkinternational.com
HMG Hospitality,pimperiali@hmghospitality.com
Whispering Palms Inn,info@wpalmsinn.com
Hotel Grinnell,hello@hotelgrinnell.com
Buckhorn Inn,info@buckhorninn.com
The Mansion at Glen Cove,info@glencovemansion.com
TuttoHotel,info@hoteljfknapoli.it
Glenmore Plaza Hotel,glenmore@glenmoreplaza.com
Hotel Villacarlos,hotelvillacarlos@hotelvillacarlos.com
Hotel Restaurant Waldklause,info@hotel-waldklause.de
Heritage Hotel New York City,heritagehotelreservations@gmail.com
hotelabadi.com,info@hotelabadi.com
Teton Springs Lodge and Spa,guestservices@bronzebuffaloranch.com
Golden Key Hotel,goldenkey@pacbell.net
Commerce Street Brewery Hotel,hello@commercehotel.com
Hotel Gasthaus Hirschen Bodensee,info@hotelhirschen-bodensee.de
French Quarter,info@frenchquarter.com
The Hotel Rhea,hotelrhea@williamsbu.edu
Marianna Inn Motel,contact@mariannainn.com
jaunt2.com,info@e-destinaccess.com
Arriva Travel,info@arrivatravelonline.com
ELITE HOTEL GROUP,info@elitehotelgroup.com
The Highlander Hotel,hello@highlanderhotel.us
,amkryukov@gmail.com
Hotel Insider,contactus@11howard.com
Hasbrouck House,hello@hasbrouckhouseny.com
SLB Hotel Group,ees@slbhotelgroup.com
Are Morch - Digital Transformation Coach,hotelblogger@aremorch.com
Hotel411com,daycruise1@gmail.com
Camden Riverhouse Hotel,inf0@camdenmaine.com
Barclay Hotel,barclay@barclay.ee
Daycation,hotels@daycationapp.com
everything HOSPITALITY,hello@everything-hospitality.com
4-H,ericjonesonline@outlook.com
Aiden Scottsdale,frontdesk@aidenscottsdale.com
Fairlane Hotel,hello@fairlanehotel.com
Donner Ski Ranch,dsrinfo@donnerskiranch.com
Fisherman's Cove Inn,fishermanscoveinn1240@gmail.com
Welcome,comfortinnfortmill@gmail.com
Edwards House,guestservices@edwardshouse.com
Annabell Gardens,annabellgm@kabredlos.com
Nipun Panchal,contact@articonhotel.com
Elizabeth Hotel,guest.service@theelizabethcolorado.com
Outbound Hotels,contact@outboundhotels.com
Jasper House,frontdesk@jasperhouse.com
Sojern,press@sojern.com
Hotel Aragón,reservas@hotelaragonsalamanca.com
Hotel Río Cabia,reservas@hotelriocabia.com
Guest House Motor Inn,amana.motel@gmail.com
The Rittenhouse,concierge@rittenhousehotel.com
The Genevieve,info@thegenevieve.com
Gearhart Ocean Inn,reservations@thedrifthaven.com
Pescadero Creek Inn,contactus@pescaderocreekinn.com
Compass Hotels,margaritaville@finnpartners.com
Calistoga Motor Lodge & Spa,info@calistogamotorlodge.com
XV Beacon Hotel,concierge@xvbeacon.com
The White Gull Inn,wg.innkeeper@gmail.com
Hotel Mountain Brook,hello@hotelmountainbrook.com
,guestservices@pngaming.com
AHHR,impallari@gmail.com
Hotel Beverly Terrace,reservations@sonder.com
The Envoy Hotel,info@theenvoyhotel.com
Ranch House Motel & Restaurant,frankbretz@cox.net
Hôtel-Restaurant La Couleuvrine,pascal@pixeligo.fr
Davidson Village Inn,reservations@davidsoninn.com
InnQuest Software,sales@canada.innquest.com
Pleasant Harbor Marina,office@pleasantharbormarina.com
mysite,tbirdinnvt@gmail.com
Miller Hotel,hayrettinsalgin@gmail.com
Nevotek,support@nevotek.com
Inn at Ocean's Edge,info@innatoceansedge.com
Hotel Landhaus Pollmeyer,pollmeyer@t-online.de
Calandra's Enterprises,calabake@aol.com
Geweke Hospitality,syoung@g-rem.com
Explore Seattle Southside,info@seattlesouthside.com
The Clarke Hotel,info@theclarkehotel.com
the H Hotel,info@thehhotel.com
The Hotel Zags Portland,frontdesk@thehotelzags.com
Hospitality Dynamic Solutions,victoria@hospitalitydynamicsolutions.com
Casa Marina,vmartin@casamarinahotel.com
"Rodeway Inn & Suites, New Paltz, NY",contact@rodewaysuites.com
Diamante Worldwide,sales@diamanteworldwide.com
Scarborough Inn,info@scarboroughinn.com
Anchor Collection,cherryl@anchor-collection.com
San Remo Hotel,info@sanremohotel.com
DuVoice,support@duvoice.com
MAC Parking,macparkingmiami@gmail.com
Hotel Shattuck Plaza,sales@hotelshattuckplaza.com
The Raphael Hotel,ronnie.rose@raphaelkc.com
City Suites Hotel,mlipan@charlestownehotels.com
SoHi Brands,john@mcisaacpr.com
Petit Ermitage,info@petitermitage.com
Hotel Hermosa,frontdesk@hotelhermosa.com
Mysite 2,vacations@lifeinparadise.net
The Trade Hotel,inquire@thetradehotel.com
Lowcountry Hospitality Association,kblumenstock@explorecharleston.com
Hotel St. Leonhard,stoegmeier@t-online.de
royalsuitesyucatanresort.com,reservations2@vacationstoremiami.com
The Bryant Park Hotel,reservations@bryantparkhotel.com
Hotel Isla Tabarca,reservas@hotelislatabarca.com
Daxton Hotel,reservations@daxtonhotel.com
Dells Hotels Group,expressinfo@dellshotels.com
lescommunsdumanoir,lescommunsdumanoir@gmail.com
BirchwoodonKab,birchwoodonkab2@gmail.com
Hotel Project Sonoma,info@hotelprojectsonoma.com
NATIIVO,info@natiivo.com
Berry Patch Bed and Breakfast,karenattheberrypatch@gmail.com
AAAR Hotels,bhavesh.patel@aaarhotels.com
Shefah Hotels,info@shefahhotel.com
Concorde Hotel NYC,reservations@concordehotelnewyork.com
Clemson University Conference Center & Inn,info@stayatclemson.com
h2hotel,jason@h2hotel.com
The Brown Hotel,info@brownhotel.com
Assateague Inn,info@seasidevacations.rentals
Hôtel Gaythering,manager@gaythering.com
Higgins Beach Inn,makingwaves@higginsbeachinn.com
Steele Mansion Inn & Gathering Hub,info@steelemansion.com
American Inn of Bethesda,katherine.crosse@baywoodhotels.com
Zero Bond,info@zerobondny.com
America Galindez,agalindez@america-galindez.com
Andrew Pinckney Inn,frontdesk@andrewpinckneyinn.com
Magnolia,careers@magnoliahospitalityservices.com
The Old Saco Inn,innkeepers@oldsacoinn.com
East Wind Long Island,weddings@eastwindlongisland.com
Activity Planners,activity@activityplanners.com
Hotel Alice,gm@hotelalicenc.com
The Belamar Hotel,lnorman@pacificahotels.com
Sanctuary Studios,contact@findsanctuary.com
Palmer House Inn,innkeepers@palmerhouseinn.com
The Edwin Hotel,concierge@theedwinhotel.com
Pullman Miami Airport,pullman.miami@accor.com
The Virginian Hotel,info@thevirginianhotel.com
Canyon Springs Advisors,joel@canyonspringsadvisors.com
THE HOTEL ST. HELENA,zanehaney711@gmail.com
Wikiup Bed and Breakfast,chris@wikiupbnb.com
Royal Guest Hotels,info@royalguesthotels.com
Yankee Clipper Inn,yankeeclipperinn@gmail.com
AKZENT Hotel Löwen,info@loewen-langenargen.de
Toll House Hotel,info@tollhousehotel.com
Tropical Cottages,info@tropicalcottages.net
Hotel Zur Tanne,info@hotel-harzparadies.de
Inn & Spa at Cedar Falls,info@innatcedarfalls.com
Mason Beach Inn,info@masonbeachinn.com
The Raleigh,info@theraleigh.com
Casa del Mar Beachfront Suites,sales@casadelmartx.com
hardrockhoteldaytonabeach.com,guestservices@hrhdaytonabeach.com
Hotel Luise Garni,info@hotel-luise-essen.de
The Blennerhassett Hotel,reservations@theblennerhassett.com
Shorebirds,info@shorebirdshotels.com
1898 Waverly Inn,reservations@waverlyinn.com
Hotel Abri,reservations.abr@metwestterra.com
Hotelmintflower,info@hotelmintflower.com
Truax Hotel Project,info@truaxdevelopment.com
